t;V;Vx;Vy;h;d;alpha;
0.09;9.37;7.07;6.15;5.62;0.67;0.72;
0.09;9.37;7.07;6.14;5.62;0.67;0.72;
0.09;9.37;7.07;6.14;5.63;0.67;0.72;
0.09;9.36;7.07;6.14;5.63;0.67;0.72;
0.10;9.36;7.07;6.14;5.63;0.67;0.71;
0.10;9.36;7.07;6.14;5.63;0.67;0.71;
0.10;9.36;7.07;6.13;5.63;0.68;0.71;
0.10;9.36;7.07;6.13;5.63;0.68;0.71;
0.10;9.36;7.07;6.13;5.63;0.68;0.71;
0.10;9.36;7.07;6.13;5.63;0.68;0.71;
0.10;9.36;7.07;6.13;5.64;0.68;0.71;
0.10;9.35;7.07;6.12;5.64;0.68;0.71;
0.10;9.35;7.07;6.12;5.64;0.68;0.71;
0.10;9.35;7.07;6.12;5.64;0.69;0.71;
0.10;9.35;7.07;6.12;5.64;0.69;0.71;
0.10;9.35;7.07;6.12;5.64;0.69;0.71;
0.10;9.35;7.07;6.11;5.64;0.69;0.71;
0.10;9.35;7.07;6.11;5.64;0.69;0.71;
0.10;9.35;7.07;6.11;5.65;0.69;0.71;
0.10;9.34;7.07;6.11;5.65;0.69;0.71;
0.10;9.34;7.07;6.11;5.65;0.69;0.71;
0.10;9.34;7.07;6.11;5.65;0.70;0.71;
0.10;9.34;7.07;6.10;5.65;0.70;0.71;
0.10;9.34;7.07;6.10;5.65;0.70;0.71;
0.10;9.34;7.07;6.10;5.65;0.70;0.71;
0.10;9.34;7.07;6.10;5.65;0.70;0.71;
0.10;9.34;7.07;6.10;5.65;0.70;0.71;
0.10;9.33;7.07;6.09;5.66;0.70;0.71;
0.10;9.33;7.07;6.09;5.66;0.71;0.71;
0.10;9.33;7.07;6.09;5.66;0.71;0.71;
0.10;9.33;7.07;6.09;5.66;0.71;0.71;
0.10;9.33;7.07;6.09;5.66;0.71;0.71;
0.10;9.33;7.07;6.08;5.66;0.71;0.71;
0.10;9.33;7.07;6.08;5.66;0.71;0.71;
0.10;9.33;7.07;6.08;5.66;0.71;0.71;
0.10;9.32;7.07;6.08;5.67;0.72;0.71;
0.10;9.32;7.07;6.08;5.67;0.72;0.71;
0.10;9.32;7.07;6.07;5.67;0.72;0.71;
0.10;9.32;7.07;6.07;5.67;0.72;0.71;
0.10;9.32;7.07;6.07;5.67;0.72;0.71;
0.10;9.32;7.07;6.07;5.67;0.72;0.71;
0.10;9.32;7.07;6.07;5.67;0.72;0.71;
0.10;9.32;7.07;6.06;5.67;0.73;0.71;
0.10;9.31;7.07;6.06;5.67;0.73;0.71;
0.10;9.31;7.07;6.06;5.68;0.73;0.71;
0.10;9.31;7.07;6.06;5.68;0.73;0.71;
0.10;9.31;7.07;6.06;5.68;0.73;0.71;
0.10;9.31;7.07;6.06;5.68;0.73;0.71;
0.10;9.31;7.07;6.05;5.68;0.73;0.71;
0.10;9.31;7.07;6.05;5.68;0.74;0.71;
0.10;9.31;7.07;6.05;5.68;0.74;0.71;
0.10;9.30;7.07;6.05;5.68;0.74;0.71;
0.10;9.30;7.07;6.05;5.69;0.74;0.71;
0.10;9.30;7.07;6.04;5.69;0.74;0.71;
0.10;9.30;7.07;6.04;5.69;0.74;0.71;
0.11;9.30;7.07;6.04;5.69;0.74;0.71;
0.11;9.30;7.07;6.04;5.69;0.74;0.71;
0.11;9.30;7.07;6.04;5.69;0.75;0.71;
0.11;9.30;7.07;6.03;5.69;0.75;0.71;
0.11;9.29;7.07;6.03;5.69;0.75;0.71;
0.11;9.29;7.07;6.03;5.70;0.75;0.71;
0.11;9.29;7.07;6.03;5.70;0.75;0.71;
0.11;9.29;7.07;6.03;5.70;0.75;0.71;
0.11;9.29;7.07;6.02;5.70;0.75;0.71;
0.11;9.29;7.07;6.02;5.70;0.76;0.71;
0.11;9.29;7.07;6.02;5.70;0.76;0.71;
0.11;9.29;7.07;6.02;5.70;0.76;0.71;
0.11;9.28;7.07;6.02;5.70;0.76;0.71;
0.11;9.28;7.07;6.01;5.70;0.76;0.70;
0.11;9.28;7.07;6.01;5.71;0.76;0.70;
0.11;9.28;7.07;6.01;5.71;0.76;0.70;
0.11;9.28;7.07;6.01;5.71;0.77;0.70;
0.11;9.28;7.07;6.01;5.71;0.77;0.70;
0.11;9.28;7.07;6.01;5.71;0.77;0.70;
0.11;9.28;7.07;6.00;5.71;0.77;0.70;
0.11;9.27;7.07;6.00;5.71;0.77;0.70;
0.11;9.27;7.07;6.00;5.71;0.77;0.70;
0.11;9.27;7.07;6.00;5.72;0.77;0.70;
0.11;9.27;7.07;6.00;5.72;0.78;0.70;
0.11;9.27;7.07;5.99;5.72;0.78;0.70;
0.11;9.27;7.07;5.99;5.72;0.78;0.70;
0.11;9.27;7.07;5.99;5.72;0.78;0.70;
0.11;9.27;7.07;5.99;5.72;0.78;0.70;
0.11;9.26;7.07;5.99;5.72;0.78;0.70;
0.11;9.26;7.07;5.98;5.72;0.78;0.70;
0.11;9.26;7.07;5.98;5.72;0.79;0.70;
0.11;9.26;7.07;5.98;5.73;0.79;0.70;
0.11;9.26;7.07;5.98;5.73;0.79;0.70;
0.11;9.26;7.07;5.98;5.73;0.79;0.70;
0.11;9.26;7.07;5.97;5.73;0.79;0.70;
0.11;9.26;7.07;5.97;5.73;0.79;0.70;
0.11;9.25;7.07;5.97;5.73;0.79;0.70;
0.11;9.25;7.07;5.97;5.73;0.79;0.70;
0.11;9.25;7.07;5.97;5.73;0.80;0.70;
0.11;9.25;7.07;5.96;5.74;0.80;0.70;
0.11;9.25;7.07;5.96;5.74;0.80;0.70;
0.11;9.25;7.07;5.96;5.74;0.80;0.70;
0.11;9.25;7.07;5.96;5.74;0.80;0.70;
0.11;9.25;7.07;5.96;5.74;0.80;0.70;
0.11;9.24;7.07;5.95;5.74;0.80;0.70;
0.11;9.24;7.07;5.95;5.74;0.81;0.70;
0.11;9.24;7.07;5.95;5.74;0.81;0.70;
0.11;9.24;7.07;5.95;5.74;0.81;0.70;
0.11;9.24;7.07;5.95;5.75;0.81;0.70;
0.11;9.24;7.07;5.95;5.75;0.81;0.70;
0.11;9.24;7.07;5.94;5.75;0.81;0.70;
0.12;9.24;7.07;5.94;5.75;0.81;0.70;
0.12;9.23;7.07;5.94;5.75;0.82;0.70;
0.12;9.23;7.07;5.94;5.75;0.82;0.70;
0.12;9.23;7.07;5.94;5.75;0.82;0.70;
0.12;9.23;7.07;5.93;5.75;0.82;0.70;
0.12;9.23;7.07;5.93;5.75;0.82;0.70;
0.12;9.23;7.07;5.93;5.76;0.82;0.70;
0.12;9.23;7.07;5.93;5.76;0.82;0.70;
0.12;9.23;7.07;5.93;5.76;0.83;0.70;
0.12;9.22;7.07;5.92;5.76;0.83;0.70;
0.12;9.22;7.07;5.92;5.76;0.83;0.70;
0.12;9.22;7.07;5.92;5.76;0.83;0.70;
0.12;9.22;7.07;5.92;5.76;0.83;0.70;
0.12;9.22;7.07;5.92;5.76;0.83;0.70;
0.12;9.22;7.07;5.91;5.77;0.83;0.70;
0.12;9.22;7.07;5.91;5.77;0.83;0.70;
0.12;9.22;7.07;5.91;5.77;0.84;0.70;
0.12;9.21;7.07;5.91;5.77;0.84;0.70;
0.12;9.21;7.07;5.91;5.77;0.84;0.70;
0.12;9.21;7.07;5.90;5.77;0.84;0.70;
0.12;9.21;7.07;5.90;5.77;0.84;0.70;
0.12;9.21;7.07;5.90;5.77;0.84;0.70;
0.12;9.21;7.07;5.90;5.77;0.84;0.70;
0.12;9.21;7.07;5.90;5.78;0.85;0.70;
0.12;9.21;7.07;5.90;5.78;0.85;0.69;
0.12;9.21;7.07;5.89;5.78;0.85;0.69;
0.12;9.20;7.07;5.89;5.78;0.85;0.69;
0.12;9.20;7.07;5.89;5.78;0.85;0.69;
0.12;9.20;7.07;5.89;5.78;0.85;0.69;
0.12;9.20;7.07;5.89;5.78;0.85;0.69;
0.12;9.20;7.07;5.88;5.78;0.86;0.69;
0.12;9.20;7.07;5.88;5.79;0.86;0.69;
0.12;9.20;7.07;5.88;5.79;0.86;0.69;
0.12;9.20;7.07;5.88;5.79;0.86;0.69;
0.12;9.19;7.07;5.88;5.79;0.86;0.69;
0.12;9.19;7.07;5.87;5.79;0.86;0.69;
0.12;9.19;7.07;5.87;5.79;0.86;0.69;
0.12;9.19;7.07;5.87;5.79;0.87;0.69;
0.12;9.19;7.07;5.87;5.79;0.87;0.69;
0.12;9.19;7.07;5.87;5.79;0.87;0.69;
0.12;9.19;7.07;5.86;5.80;0.87;0.69;
0.12;9.19;7.07;5.86;5.80;0.87;0.69;
0.12;9.18;7.07;5.86;5.80;0.87;0.69;
0.12;9.18;7.07;5.86;5.80;0.87;0.69;
0.12;9.18;7.07;5.86;5.80;0.88;0.69;
0.12;9.18;7.07;5.85;5.80;0.88;0.69;
0.12;9.18;7.07;5.85;5.80;0.88;0.69;
0.12;9.18;7.07;5.85;5.80;0.88;0.69;
0.12;9.18;7.07;5.85;5.80;0.88;0.69;
0.12;9.18;7.07;5.85;5.81;0.88;0.69;
0.12;9.17;7.07;5.85;5.81;0.88;0.69;
0.13;9.17;7.07;5.84;5.81;0.88;0.69;
0.13;9.17;7.07;5.84;5.81;0.89;0.69;
0.13;9.17;7.07;5.84;5.81;0.89;0.69;
0.13;9.17;7.07;5.84;5.81;0.89;0.69;
0.13;9.17;7.07;5.84;5.81;0.89;0.69;
0.13;9.17;7.07;5.83;5.81;0.89;0.69;
0.13;9.17;7.07;5.83;5.81;0.89;0.69;
0.13;9.16;7.07;5.83;5.82;0.89;0.69;
0.13;9.16;7.07;5.83;5.82;0.90;0.69;
0.13;9.16;7.07;5.83;5.82;0.90;0.69;
0.13;9.16;7.07;5.82;5.82;0.90;0.69;
0.13;9.16;7.07;5.82;5.82;0.90;0.69;
0.13;9.16;7.07;5.82;5.82;0.90;0.69;
0.13;9.16;7.07;5.82;5.82;0.90;0.69;
0.13;9.16;7.07;5.82;5.82;0.90;0.69;
0.13;9.15;7.07;5.81;5.83;0.91;0.69;
0.13;9.15;7.07;5.81;5.83;0.91;0.69;
0.13;9.15;7.07;5.81;5.83;0.91;0.69;
0.13;9.15;7.07;5.81;5.83;0.91;0.69;
0.13;9.15;7.07;5.81;5.83;0.91;0.69;
0.13;9.15;7.07;5.80;5.83;0.91;0.69;
0.13;9.15;7.07;5.80;5.83;0.91;0.69;
0.13;9.15;7.07;5.80;5.83;0.92;0.69;
0.13;9.14;7.07;5.80;5.83;0.92;0.69;
0.13;9.14;7.07;5.80;5.84;0.92;0.69;
0.13;9.14;7.07;5.80;5.84;0.92;0.69;
0.13;9.14;7.07;5.79;5.84;0.92;0.69;
0.13;9.14;7.07;5.79;5.84;0.92;0.69;
0.13;9.14;7.07;5.79;5.84;0.92;0.69;
0.13;9.14;7.07;5.79;5.84;0.93;0.69;
0.13;9.14;7.07;5.79;5.84;0.93;0.69;
0.13;9.14;7.07;5.78;5.84;0.93;0.69;
0.13;9.13;7.07;5.78;5.84;0.93;0.69;
0.13;9.13;7.07;5.78;5.85;0.93;0.69;
0.13;9.13;7.07;5.78;5.85;0.93;0.69;
0.13;9.13;7.07;5.78;5.85;0.93;0.68;
0.13;9.13;7.07;5.77;5.85;0.93;0.68;
0.13;9.13;7.07;5.77;5.85;0.94;0.68;
0.13;9.13;7.07;5.77;5.85;0.94;0.68;
0.13;9.13;7.07;5.77;5.85;0.94;0.68;
0.13;9.12;7.07;5.77;5.85;0.94;0.68;
0.13;9.12;7.07;5.76;5.85;0.94;0.68;
0.13;9.12;7.07;5.76;5.86;0.94;0.68;
0.13;9.12;7.07;5.76;5.86;0.94;0.68;
0.13;9.12;7.07;5.76;5.86;0.95;0.68;
0.13;9.12;7.07;5.76;5.86;0.95;0.68;
0.13;9.12;7.07;5.75;5.86;0.95;0.68;
0.13;9.12;7.07;5.75;5.86;0.95;0.68;
0.13;9.11;7.07;5.75;5.86;0.95;0.68;
0.13;9.11;7.07;5.75;5.86;0.95;0.68;
0.13;9.11;7.07;5.75;5.86;0.95;0.68;
0.14;9.11;7.07;5.75;5.87;0.96;0.68;
0.14;9.11;7.07;5.74;5.87;0.96;0.68;
0.14;9.11;7.07;5.74;5.87;0.96;0.68;
0.14;9.11;7.07;5.74;5.87;0.96;0.68;
0.14;9.11;7.07;5.74;5.87;0.96;0.68;
0.14;9.10;7.07;5.74;5.87;0.96;0.68;
0.14;9.10;7.07;5.73;5.87;0.96;0.68;
0.14;9.10;7.07;5.73;5.87;0.97;0.68;
0.14;9.10;7.07;5.73;5.88;0.97;0.68;
0.14;9.10;7.07;5.73;5.88;0.97;0.68;
0.14;9.10;7.07;5.73;5.88;0.97;0.68;
0.14;9.10;7.07;5.72;5.88;0.97;0.68;
0.14;9.10;7.07;5.72;5.88;0.97;0.68;
0.14;9.10;7.07;5.72;5.88;0.97;0.68;
0.14;9.09;7.07;5.72;5.88;0.98;0.68;
0.14;9.09;7.07;5.72;5.88;0.98;0.68;
0.14;9.09;7.07;5.71;5.88;0.98;0.68;
0.14;9.09;7.07;5.71;5.89;0.98;0.68;
0.14;9.09;7.07;5.71;5.89;0.98;0.68;
0.14;9.09;7.07;5.71;5.89;0.98;0.68;
0.14;9.09;7.07;5.71;5.89;0.98;0.68;
0.14;9.09;7.07;5.70;5.89;0.98;0.68;
0.14;9.08;7.07;5.70;5.89;0.99;0.68;
0.14;9.08;7.07;5.70;5.89;0.99;0.68;
0.14;9.08;7.07;5.70;5.89;0.99;0.68;
0.14;9.08;7.07;5.70;5.89;0.99;0.68;
0.14;9.08;7.07;5.70;5.90;0.99;0.68;
0.14;9.08;7.07;5.69;5.90;0.99;0.68;
0.14;9.08;7.07;5.69;5.90;0.99;0.68;
0.14;9.08;7.07;5.69;5.90;1.00;0.68;
0.14;9.07;7.07;5.69;5.90;1.00;0.68;
0.14;9.07;7.07;5.69;5.90;1.00;0.68;
0.14;9.07;7.07;5.68;5.90;1.00;0.68;
0.14;9.07;7.07;5.68;5.90;1.00;0.68;
0.14;9.07;7.07;5.68;5.90;1.00;0.68;
0.14;9.07;7.07;5.68;5.91;1.00;0.68;
0.14;9.07;7.07;5.68;5.91;1.01;0.68;
0.14;9.07;7.07;5.67;5.91;1.01;0.68;
0.14;9.06;7.07;5.67;5.91;1.01;0.68;
0.14;9.06;7.07;5.67;5.91;1.01;0.68;
0.14;9.06;7.07;5.67;5.91;1.01;0.68;
0.14;9.06;7.07;5.67;5.91;1.01;0.68;
0.14;9.06;7.07;5.66;5.91;1.01;0.68;
0.14;9.06;7.07;5.66;5.91;1.02;0.68;
0.14;9.06;7.07;5.66;5.92;1.02;0.68;
0.14;9.06;7.07;5.66;5.92;1.02;0.67;
0.14;9.06;7.07;5.66;5.92;1.02;0.67;
0.14;9.05;7.07;5.65;5.92;1.02;0.67;
0.14;9.05;7.07;5.65;5.92;1.02;0.67;
0.14;9.05;7.07;5.65;5.92;1.02;0.67;
0.14;9.05;7.07;5.65;5.92;1.03;0.67;
0.15;9.05;7.07;5.65;5.92;1.03;0.67;
0.15;9.05;7.07;5.65;5.92;1.03;0.67;
0.15;9.05;7.07;5.64;5.93;1.03;0.67;
0.15;9.05;7.07;5.64;5.93;1.03;0.67;
0.15;9.04;7.07;5.64;5.93;1.03;0.67;
0.15;9.04;7.07;5.64;5.93;1.03;0.67;
0.15;9.04;7.07;5.64;5.93;1.03;0.67;
0.15;9.04;7.07;5.63;5.93;1.04;0.67;
0.15;9.04;7.07;5.63;5.93;1.04;0.67;
0.15;9.04;7.07;5.63;5.93;1.04;0.67;
0.15;9.04;7.07;5.63;5.93;1.04;0.67;
0.15;9.04;7.07;5.63;5.94;1.04;0.67;
0.15;9.03;7.07;5.62;5.94;1.04;0.67;
0.15;9.03;7.07;5.62;5.94;1.04;0.67;
0.15;9.03;7.07;5.62;5.94;1.05;0.67;
0.15;9.03;7.07;5.62;5.94;1.05;0.67;
0.15;9.03;7.07;5.62;5.94;1.05;0.67;
0.15;9.03;7.07;5.61;5.94;1.05;0.67;
0.15;9.03;7.07;5.61;5.94;1.05;0.67;
0.15;9.03;7.07;5.61;5.94;1.05;0.67;
0.15;9.03;7.07;5.61;5.95;1.05;0.67;
0.15;9.02;7.07;5.61;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.60;5.95;1.06;0.67;
0.15;9.02;7.07;5.59;5.95;1.07;0.67;
0.15;9.01;7.07;5.59;5.96;1.07;0.67;
0.15;9.01;7.07;5.59;5.96;1.07;0.67;
0.15;9.01;7.07;5.59;5.96;1.07;0.67;
0.15;9.01;7.07;5.59;5.96;1.07;0.67;
0.15;9.01;7.07;5.58;5.96;1.07;0.67;
0.15;9.01;7.07;5.58;5.96;1.07;0.67;
0.15;9.01;7.07;5.58;5.96;1.07;0.67;
0.15;9.01;7.07;5.58;5.96;1.08;0.67;
0.15;9.01;7.07;5.58;5.96;1.08;0.67;
0.15;9.00;7.07;5.57;5.96;1.08;0.67;
0.15;9.00;7.07;5.57;5.97;1.08;0.67;
0.15;9.00;7.07;5.57;5.97;1.08;0.67;
0.15;9.00;7.07;5.57;5.97;1.08;0.67;
0.15;9.00;7.07;5.57;5.97;1.08;0.67;
0.15;9.00;7.07;5.56;5.97;1.09;0.67;
0.15;9.00;7.07;5.56;5.97;1.09;0.67;
0.15;9.00;7.07;5.56;5.97;1.09;0.67;
0.15;8.99;7.07;5.56;5.97;1.09;0.67;
0.15;8.99;7.07;5.56;5.97;1.09;0.67;
0.15;8.99;7.07;5.55;5.98;1.09;0.67;
0.15;8.99;7.07;5.55;5.98;1.09;0.67;
0.15;8.99;7.07;5.55;5.98;1.10;0.67;
0.16;8.99;7.07;5.55;5.98;1.10;0.67;
0.16;8.99;7.07;5.55;5.98;1.10;0.67;
0.16;8.99;7.07;5.55;5.98;1.10;0.67;
0.16;8.98;7.07;5.54;5.98;1.10;0.66;
0.16;8.98;7.07;5.54;5.98;1.10;0.66;
0.16;8.98;7.07;5.54;5.98;1.10;0.66;
0.16;8.98;7.07;5.54;5.99;1.11;0.66;
0.16;8.98;7.07;5.54;5.99;1.11;0.66;
0.16;8.98;7.07;5.53;5.99;1.11;0.66;
0.16;8.98;7.07;5.53;5.99;1.11;0.66;
0.16;8.98;7.07;5.53;5.99;1.11;0.66;
0.16;8.98;7.07;5.53;5.99;1.11;0.66;
0.16;8.97;7.07;5.53;5.99;1.11;0.66;
0.16;8.97;7.07;5.52;5.99;1.12;0.66;
0.16;8.97;7.07;5.52;5.99;1.12;0.66;
0.16;8.97;7.07;5.52;6.00;1.12;0.66;
0.16;8.97;7.07;5.52;6.00;1.12;0.66;
0.16;8.97;7.07;5.52;6.00;1.12;0.66;
0.16;8.97;7.07;5.51;6.00;1.12;0.66;
0.16;8.97;7.07;5.51;6.00;1.12;0.66;
0.16;8.96;7.07;5.51;6.00;1.12;0.66;
0.16;8.96;7.07;5.51;6.00;1.13;0.66;
0.16;8.96;7.07;5.51;6.00;1.13;0.66;
0.16;8.96;7.07;5.50;6.00;1.13;0.66;
0.16;8.96;7.07;5.50;6.01;1.13;0.66;
0.16;8.96;7.07;5.50;6.01;1.13;0.66;
0.16;8.96;7.07;5.50;6.01;1.13;0.66;
0.16;8.96;7.07;5.50;6.01;1.13;0.66;
0.16;8.96;7.07;5.50;6.01;1.14;0.66;
0.16;8.95;7.07;5.49;6.01;1.14;0.66;
0.16;8.95;7.07;5.49;6.01;1.14;0.66;
0.16;8.95;7.07;5.49;6.01;1.14;0.66;
0.16;8.95;7.07;5.49;6.01;1.14;0.66;
0.16;8.95;7.07;5.49;6.01;1.14;0.66;
0.16;8.95;7.07;5.48;6.02;1.14;0.66;
0.16;8.95;7.07;5.48;6.02;1.15;0.66;
0.16;8.95;7.07;5.48;6.02;1.15;0.66;
0.16;8.94;7.07;5.48;6.02;1.15;0.66;
0.16;8.94;7.07;5.48;6.02;1.15;0.66;
0.16;8.94;7.07;5.47;6.02;1.15;0.66;
0.16;8.94;7.07;5.47;6.02;1.15;0.66;
0.16;8.94;7.07;5.47;6.02;1.15;0.66;
0.16;8.94;7.07;5.47;6.02;1.16;0.66;
0.16;8.94;7.07;5.47;6.03;1.16;0.66;
0.16;8.94;7.07;5.46;6.03;1.16;0.66;
0.16;8.94;7.07;5.46;6.03;1.16;0.66;
0.16;8.93;7.07;5.46;6.03;1.16;0.66;
0.16;8.93;7.07;5.46;6.03;1.16;0.66;
0.16;8.93;7.07;5.46;6.03;1.16;0.66;
0.16;8.93;7.07;5.45;6.03;1.17;0.66;
0.16;8.93;7.07;5.45;6.03;1.17;0.66;
0.17;8.93;7.07;5.45;6.03;1.17;0.66;
0.17;8.93;7.07;5.45;6.04;1.17;0.66;
0.17;8.93;7.07;5.45;6.04;1.17;0.66;
0.17;8.92;7.07;5.45;6.04;1.17;0.66;
0.17;8.92;7.07;5.44;6.04;1.17;0.66;
0.17;8.92;7.07;5.44;6.04;1.17;0.66;
0.17;8.92;7.07;5.44;6.04;1.18;0.66;
0.17;8.92;7.07;5.44;6.04;1.18;0.66;
0.17;8.92;7.07;5.44;6.04;1.18;0.66;
0.17;8.92;7.07;5.43;6.04;1.18;0.66;
0.17;8.92;7.07;5.43;6.04;1.18;0.66;
0.17;8.92;7.07;5.43;6.05;1.18;0.65;
0.17;8.91;7.07;5.43;6.05;1.18;0.65;
0.17;8.91;7.07;5.43;6.05;1.19;0.65;
0.17;8.91;7.07;5.42;6.05;1.19;0.65;
0.17;8.91;7.07;5.42;6.05;1.19;0.65;
0.17;8.91;7.07;5.42;6.05;1.19;0.65;
0.17;8.91;7.07;5.42;6.05;1.19;0.65;
0.17;8.91;7.07;5.42;6.05;1.19;0.65;
0.17;8.91;7.07;5.41;6.05;1.19;0.65;
0.17;8.90;7.07;5.41;6.06;1.20;0.65;
0.17;8.90;7.07;5.41;6.06;1.20;0.65;
0.17;8.90;7.07;5.41;6.06;1.20;0.65;
0.17;8.90;7.07;5.41;6.06;1.20;0.65;
0.17;8.90;7.07;5.40;6.06;1.20;0.65;
0.17;8.90;7.07;5.40;6.06;1.20;0.65;
0.17;8.90;7.07;5.40;6.06;1.20;0.65;
0.17;8.90;7.07;5.40;6.06;1.21;0.65;
0.17;8.90;7.07;5.40;6.06;1.21;0.65;
0.17;8.89;7.07;5.40;6.06;1.21;0.65;
0.17;8.89;7.07;5.39;6.07;1.21;0.65;
0.17;8.89;7.07;5.39;6.07;1.21;0.65;
0.17;8.89;7.07;5.39;6.07;1.21;0.65;
0.17;8.89;7.07;5.39;6.07;1.21;0.65;
0.17;8.89;7.07;5.39;6.07;1.22;0.65;
0.17;8.89;7.07;5.38;6.07;1.22;0.65;
0.17;8.89;7.07;5.38;6.07;1.22;0.65;
0.17;8.88;7.07;5.38;6.07;1.22;0.65;
0.17;8.88;7.07;5.38;6.07;1.22;0.65;
0.17;8.88;7.07;5.38;6.08;1.22;0.65;
0.17;8.88;7.07;5.37;6.08;1.22;0.65;
0.17;8.88;7.07;5.37;6.08;1.22;0.65;
0.17;8.88;7.07;5.37;6.08;1.23;0.65;
0.17;8.88;7.07;5.37;6.08;1.23;0.65;
0.17;8.88;7.07;5.37;6.08;1.23;0.65;
0.17;8.88;7.07;5.36;6.08;1.23;0.65;
0.17;8.87;7.07;5.36;6.08;1.23;0.65;
0.17;8.87;7.07;5.36;6.08;1.23;0.65;
0.17;8.87;7.07;5.36;6.08;1.23;0.65;
0.17;8.87;7.07;5.36;6.09;1.24;0.65;
0.17;8.87;7.07;5.35;6.09;1.24;0.65;
0.18;8.87;7.07;5.35;6.09;1.24;0.65;
0.18;8.87;7.07;5.35;6.09;1.24;0.65;
0.18;8.87;7.07;5.35;6.09;1.24;0.65;
0.18;8.87;7.07;5.35;6.09;1.24;0.65;
0.18;8.86;7.07;5.35;6.09;1.24;0.65;
0.18;8.86;7.07;5.34;6.09;1.25;0.65;
0.18;8.86;7.07;5.34;6.09;1.25;0.65;
0.18;8.86;7.07;5.34;6.10;1.25;0.65;
0.18;8.86;7.07;5.34;6.10;1.25;0.65;
0.18;8.86;7.07;5.34;6.10;1.25;0.65;
0.18;8.86;7.07;5.33;6.10;1.25;0.65;
0.18;8.86;7.07;5.33;6.10;1.25;0.65;
0.18;8.85;7.07;5.33;6.10;1.26;0.65;
0.18;8.85;7.07;5.33;6.10;1.26;0.65;
0.18;8.85;7.07;5.33;6.10;1.26;0.65;
0.18;8.85;7.07;5.32;6.10;1.26;0.65;
0.18;8.85;7.07;5.32;6.10;1.26;0.65;
0.18;8.85;7.07;5.32;6.11;1.26;0.65;
0.18;8.85;7.07;5.32;6.11;1.26;0.64;
0.18;8.85;7.07;5.32;6.11;1.26;0.64;
0.18;8.85;7.07;5.31;6.11;1.27;0.64;
0.18;8.84;7.07;5.31;6.11;1.27;0.64;
0.18;8.84;7.07;5.31;6.11;1.27;0.64;
0.18;8.84;7.07;5.31;6.11;1.27;0.64;
0.18;8.84;7.07;5.31;6.11;1.27;0.64;
0.18;8.84;7.07;5.30;6.11;1.27;0.64;
0.18;8.84;7.07;5.30;6.12;1.27;0.64;
0.18;8.84;7.07;5.30;6.12;1.28;0.64;
0.18;8.84;7.07;5.30;6.12;1.28;0.64;
0.18;8.83;7.07;5.30;6.12;1.28;0.64;
0.18;8.83;7.07;5.29;6.12;1.28;0.64;
0.18;8.83;7.07;5.29;6.12;1.28;0.64;
0.18;8.83;7.07;5.29;6.12;1.28;0.64;
0.18;8.83;7.07;5.29;6.12;1.28;0.64;
0.18;8.83;7.07;5.29;6.12;1.29;0.64;
0.18;8.83;7.07;5.29;6.12;1.29;0.64;
0.18;8.83;7.07;5.28;6.13;1.29;0.64;
0.18;8.83;7.07;5.28;6.13;1.29;0.64;
0.18;8.82;7.07;5.28;6.13;1.29;0.64;
0.18;8.82;7.07;5.28;6.13;1.29;0.64;
0.18;8.82;7.07;5.28;6.13;1.29;0.64;
0.18;8.82;7.07;5.27;6.13;1.30;0.64;
0.18;8.82;7.07;5.27;6.13;1.30;0.64;
0.18;8.82;7.07;5.27;6.13;1.30;0.64;
0.18;8.82;7.07;5.27;6.13;1.30;0.64;
0.18;8.82;7.07;5.27;6.13;1.30;0.64;
0.18;8.82;7.07;5.26;6.14;1.30;0.64;
0.18;8.81;7.07;5.26;6.14;1.30;0.64;
0.18;8.81;7.07;5.26;6.14;1.31;0.64;
0.18;8.81;7.07;5.26;6.14;1.31;0.64;
0.18;8.81;7.07;5.26;6.14;1.31;0.64;
0.19;8.81;7.07;5.25;6.14;1.31;0.64;
0.19;8.81;7.07;5.25;6.14;1.31;0.64;
0.19;8.81;7.07;5.25;6.14;1.31;0.64;
0.19;8.81;7.07;5.25;6.14;1.31;0.64;
0.19;8.81;7.07;5.25;6.15;1.31;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.24;6.15;1.32;0.64;
0.19;8.80;7.07;5.23;6.15;1.32;0.64;
0.19;8.80;7.07;5.23;6.15;1.33;0.64;
0.19;8.79;7.07;5.23;6.15;1.33;0.64;
0.19;8.79;7.07;5.23;6.16;1.33;0.64;
0.19;8.79;7.07;5.23;6.16;1.33;0.64;
0.19;8.79;7.07;5.22;6.16;1.33;0.64;
0.19;8.79;7.07;5.22;6.16;1.33;0.64;
0.19;8.79;7.07;5.22;6.16;1.33;0.64;
